date,price,bedrooms,bathrooms,sqft_living,waterfront,view,grade,sqft_above,sqft_basement,yr_built,zipcode,lat,long,sqft_living15,sqft_lot15,expensive_home,house_age,sqft_ratio,house_age_group
20150109T000000,465000.0,3,2.25,1450,0,0,8,1180,270,2005,98107,47.6685,-122.365,1450,1540,0,20,1.0,Modern
20141031T000000,730000.0,3,2.5,2160,0,0,9,1540,620,2014,98103,47.6994,-122.349,930,5420,1,11,0.4305555555555556,Modern
20140708T000000,357562.0,2,1.75,1210,0,0,8,1210,0,2014,98029,47.5522,-121.999,1210,1090,0,11,1.0,Modern
20140930T000000,455000.0,2,1.75,1350,0,0,8,1350,0,2004,98053,47.7171,-122.033,1440,4839,0,21,1.0666666666666667,Modern
20140731T000000,450000.0,3,2.5,1530,0,0,8,1050,480,2007,98119,47.642,-122.374,1610,1482,0,18,1.0522875816993464,Modern
20150120T000000,535000.0,3,2.5,2510,0,0,7,2510,0,2001,98053,47.6903,-122.042,2660,5614,1,24,1.0597609561752988,Modern
20141120T000000,435000.0,2,2.5,1560,0,0,8,1080,480,2008,98122,47.604,-122.307,1560,2081,0,17,1.0,Modern
20150107T000000,250000.0,3,2.25,1050,0,0,7,740,310,2006,98106,47.5549,-122.363,1260,1062,0,19,1.2,Modern
20141203T000000,455000.0,4,2.5,2811,0,0,9,2811,0,2009,98038,47.3686,-122.058,3040,7250,0,16,1.0814656705798649,Modern
20141211T000000,565000.0,4,2.75,2730,0,0,8,2730,0,2003,98072,47.7739,-122.164,2520,5569,1,22,0.9230769230769231,Modern
20150121T000000,900000.0,4,3.0,3810,0,0,9,3810,0,2003,98077,47.7696,-122.021,2580,217364,1,22,0.6771653543307087,Modern
20150330T000000,651100.0,4,2.5,2310,0,0,9,2310,0,2003,98074,47.6299,-122.02,2500,5769,1,22,1.0822510822510822,Modern
20141007T000000,3418800.0,5,5.0,5450,0,0,11,5450,0,2014,98039,47.6209,-122.237,3160,17825,1,11,0.5798165137614679,Modern
20140528T000000,429000.0,2,1.75,1350,0,0,8,1350,0,2005,98053,47.7141,-122.032,1665,5390,0,20,1.2333333333333334,Modern
20141208T000000,695000.0,4,2.25,2360,0,3,8,1520,840,2001,98117,47.6771,-122.358,1810,3900,1,24,0.7669491525423728,Modern
20140616T000000,963000.0,4,3.5,3280,0,0,10,3280,0,2007,98027,47.5642,-122.126,3280,7333,1,18,1.0,Modern
20141024T000000,942500.0,4,3.25,3570,0,2,10,3570,0,2006,98065,47.536,-121.857,4100,14577,1,19,1.1484593837535013,Modern
20140905T000000,1029000.0,4,3.25,3780,0,0,11,3780,0,2002,98059,47.521,-122.15,3720,11813,1,23,0.9841269841269841,Modern
20150109T000000,908950.0,4,2.75,3090,0,0,9,3090,0,2014,98006,47.5538,-122.189,2890,10108,1,11,0.9352750809061489,Modern
20140509T000000,387000.0,3,2.25,1445,0,0,7,1300,145,2003,98027,47.5348,-122.072,1410,1286,0,22,0.9757785467128027,Modern
20141229T000000,376000.0,3,2.0,1540,0,0,8,1540,0,2005,98029,47.5479,-121.999,1560,2058,0,20,1.0129870129870129,Modern
20141215T000000,705000.0,4,2.75,3000,0,0,9,3000,0,2004,98029,47.5582,-122.025,3340,7222,1,21,1.1133333333333333,Modern
20140602T000000,725995.0,4,2.5,3190,0,2,9,3190,0,2001,98065,47.5317,-121.866,2630,6739,1,24,0.8244514106583072,Modern
20140820T000000,731000.0,4,2.5,3070,0,0,9,3070,0,2005,98075,47.5902,-121.988,3160,5936,1,20,1.0293159609120521,Modern
20140722T000000,796000.0,4,3.5,3670,0,0,9,2870,800,2005,98177,47.7022,-122.374,1520,6335,1,20,0.4141689373297003,Modern
20140508T000000,325900.0,4,2.5,2320,0,0,8,2320,0,2004,98042,47.3501,-122.14,2150,6270,0,21,0.9267241379310345,Modern
20140519T000000,241000.0,2,2.0,1470,0,0,6,1470,0,2005,98038,47.349,-122.021,1180,2576,0,20,0.8027210884353742,Modern
20141024T000000,330000.0,4,2.5,1820,0,0,7,1820,0,2001,98019,47.7346,-121.985,1820,3863,0,24,1.0,Modern
20140516T000000,725000.0,5,2.75,2830,0,0,9,2830,0,2006,98052,47.7074,-122.101,3150,6581,1,19,1.1130742049469964,Modern
20150513T000000,495000.0,4,3.5,2490,0,0,8,2490,0,2003,98070,47.4161,-122.441,1960,21107,0,22,0.7871485943775101,Modern
20150421T000000,925000.0,4,2.5,3350,0,0,9,2640,710,2002,98117,47.688,-122.379,1000,4500,1,23,0.29850746268656714,Modern
20141211T000000,587000.0,4,2.75,3190,0,0,9,3190,0,2006,98065,47.523,-121.877,3240,7131,1,19,1.0156739811912225,Modern
20140814T000000,294000.0,4,2.5,2040,0,0,7,2040,0,2003,98168,47.473,-122.293,1860,10954,0,22,0.9117647058823529,Modern
20150420T000000,635000.0,5,2.75,3110,0,0,9,3110,0,2006,98065,47.543,-121.888,3550,7953,1,19,1.1414790996784565,Modern
20141114T000000,575000.0,3,2.5,1870,0,0,8,1870,0,2001,98029,47.5493,-122.004,1940,3485,1,24,1.0374331550802138,Modern
20140911T000000,680000.0,2,2.0,1450,0,0,9,1450,0,2014,98109,47.6354,-122.346,1490,1240,1,11,1.0275862068965518,Modern
20140910T000000,419000.0,3,2.5,3310,0,2,9,3310,0,2004,98023,47.3049,-122.386,3310,13835,0,21,1.0,Modern
20140916T000000,321000.0,4,2.5,2430,0,0,8,2430,0,2002,98092,47.3352,-122.19,2100,5414,0,23,0.8641975308641975,Modern
20140624T000000,751000.0,4,3.25,3090,0,0,9,2370,720,2004,98052,47.7058,-122.131,3630,9110,1,21,1.174757281553398,Modern
20150102T000000,762500.0,5,3.5,3290,0,0,9,2670,620,2005,98052,47.7067,-122.119,3090,5680,1,20,0.939209726443769,Modern
20140826T000000,650000.0,3,2.5,2790,0,0,8,2790,0,2002,98075,47.5958,-122.038,2620,6720,1,23,0.9390681003584229,Modern
20150428T000000,827000.0,3,2.5,1850,0,0,9,1560,290,2004,98115,47.6831,-122.325,1810,2071,1,21,0.9783783783783784,Modern
20150224T000000,671300.0,4,2.5,3280,0,0,7,3280,0,2004,98053,47.6798,-122.033,2600,5080,1,21,0.7926829268292683,Modern
20140711T000000,329950.0,4,2.5,1920,0,0,7,1920,0,2002,98038,47.3795,-122.023,2200,6600,0,23,1.1458333333333333,Modern
20141210T000000,438900.0,4,2.5,2740,0,0,9,2740,0,2006,98038,47.3535,-122.026,3010,5281,0,19,1.0985401459854014,Modern
20141017T000000,600000.0,4,2.5,2310,0,0,8,2310,0,2005,98029,47.5498,-121.996,1950,4023,1,20,0.8441558441558441,Modern
20150120T000000,670000.0,4,2.5,2095,0,0,9,2095,0,2002,98052,47.6603,-122.087,2095,4385,1,23,1.0,Modern
20150504T000000,519000.0,2,2.0,1560,0,0,8,1560,0,2004,98053,47.7111,-122.032,1855,4989,1,21,1.189102564102564,Modern
20140522T000000,270000.0,2,1.5,840,0,0,7,840,0,2005,98115,47.6955,-122.304,840,1322,0,20,1.0,Modern
20140616T000000,792500.0,4,2.5,4290,0,0,10,4290,0,2004,98010,47.3585,-121.988,3370,63162,1,21,0.7855477855477856,Modern
20150506T000000,533000.0,4,2.5,2830,0,0,8,2830,0,2003,98038,47.3888,-122.032,2830,6872,1,22,1.0,Modern
20140528T000000,555000.0,3,2.5,3160,0,0,8,2650,510,2006,98011,47.7453,-122.194,2720,12523,1,19,0.8607594936708861,Modern
20150129T000000,440000.0,1,1.0,1160,0,0,7,1160,0,2009,98072,47.7433,-122.082,1580,48352,0,16,1.3620689655172413,Modern
20150218T000000,310000.0,2,2.5,1090,0,0,7,1090,0,2004,98027,47.5347,-122.071,1410,1326,0,21,1.2935779816513762,Modern
20150401T000000,1445000.0,4,3.5,3470,0,0,11,2500,970,2007,98199,47.6433,-122.403,1940,7920,1,18,0.5590778097982709,Modern
20140819T000000,309950.0,2,2.25,1460,0,0,8,1460,0,2007,98106,47.5395,-122.369,1460,1826,0,18,1.0,Modern
20140722T000000,350000.0,3,2.5,2100,0,0,7,1690,410,2005,98019,47.7453,-121.984,1970,2962,0,20,0.9380952380952381,Modern
20150223T000000,325000.0,3,2.5,1570,0,0,7,1570,0,2001,98019,47.7364,-121.969,1740,3591,0,24,1.10828025477707,Modern
20140527T000000,260000.0,3,2.0,1630,0,0,7,1630,0,2003,98001,47.2638,-122.243,1610,8397,0,22,0.9877300613496932,Modern
20140826T000000,420000.0,4,2.5,2480,0,0,10,2480,0,2001,98001,47.3185,-122.262,2990,9033,0,24,1.2056451612903225,Modern
20150428T000000,742500.0,4,2.5,2620,0,0,9,2620,0,2004,98029,47.5524,-121.991,2640,4554,1,21,1.0076335877862594,Modern
20141028T000000,435000.0,3,2.25,1380,0,0,7,1380,0,2009,98052,47.6783,-122.157,1930,3612,0,16,1.3985507246376812,Modern
20150126T000000,769000.0,4,3.5,3010,0,0,9,3010,0,2005,98029,47.5533,-121.993,2520,5001,1,20,0.8372093023255814,Modern
20140909T000000,738515.0,5,2.75,3360,0,0,9,3360,0,2014,98011,47.7754,-122.173,3360,9713,1,11,1.0,Modern
20150514T000000,1695000.0,5,3.0,3320,0,0,9,3320,0,2004,98103,47.6542,-122.331,2330,4040,1,21,0.7018072289156626,Modern
20150409T000000,450000.0,4,2.5,2070,0,0,7,2070,0,2004,98065,47.531,-121.854,2340,4067,0,21,1.1304347826086956,Modern
20141222T000000,360000.0,3,1.75,1255,0,0,8,1255,0,2010,98103,47.6958,-122.343,1010,1038,0,15,0.8047808764940239,Modern
20140630T000000,449000.0,4,2.5,2960,0,0,9,2960,0,2005,98038,47.3596,-122.04,2570,5012,0,20,0.8682432432432432,Modern
20140619T000000,2200000.0,5,4.75,5990,1,4,11,4050,1940,2002,98027,47.5554,-122.077,3330,14810,1,23,0.5559265442404007,Modern
20140918T000000,994000.0,5,3.25,4260,0,0,10,4260,0,2005,98074,47.611,-121.992,4020,7528,1,20,0.9436619718309859,Modern
20150429T000000,300000.0,2,1.0,1290,0,0,7,1290,0,2008,98053,47.6972,-122.025,1290,2482,0,17,1.0,Modern
20150414T000000,380000.0,5,2.5,2130,0,0,7,2130,0,2013,98168,47.4726,-122.282,1500,11810,0,12,0.704225352112676,Modern
20140902T000000,635000.0,3,3.5,1730,0,0,9,1350,380,2009,98102,47.6224,-122.326,1830,3300,1,16,1.0578034682080926,Modern
20140625T000000,574000.0,3,2.5,2380,0,0,8,2380,0,2002,98065,47.5372,-121.876,2580,6832,1,23,1.084033613445378,Modern
20140923T000000,525000.0,2,1.5,1620,0,0,9,1080,540,2007,98144,47.5892,-122.309,1660,1642,1,18,1.0246913580246915,Modern
20150427T000000,846450.0,4,2.5,3710,0,0,9,3710,0,2003,98029,47.5596,-122.016,3040,7491,1,22,0.8194070080862533,Modern
20150427T000000,750000.0,4,2.5,2930,0,0,8,2930,0,2010,98034,47.7199,-122.246,2120,11175,1,15,0.7235494880546075,Modern
20140701T000000,300000.0,3,2.25,1660,0,0,7,1660,0,2001,98019,47.7362,-121.967,1680,4652,0,24,1.0120481927710843,Modern
20140710T000000,670000.0,3,2.5,1420,0,0,9,1280,140,2003,98102,47.6265,-122.323,1490,1439,1,22,1.0492957746478873,Modern
20150506T000000,353500.0,3,2.5,2020,0,0,7,2020,0,2001,98038,47.3848,-122.033,1930,5134,0,24,0.9554455445544554,Modern
20140627T000000,320000.0,4,2.5,2570,0,0,8,2570,0,2005,98038,47.3588,-122.038,2570,4933,0,20,1.0,Modern
20140630T000000,490000.0,4,3.0,2330,0,0,9,1920,410,2003,98108,47.554,-122.308,2330,5242,0,22,1.0,Modern
20140909T000000,760000.0,4,2.5,2990,0,0,9,2210,780,2003,98027,47.5353,-122.066,2990,6299,1,22,1.0,Modern
20140804T000000,580000.0,4,2.5,2150,0,0,8,2150,0,2001,98115,47.6962,-122.314,2030,6380,1,24,0.9441860465116279,Modern
20140811T000000,415000.0,4,2.5,2230,0,0,7,2230,0,2002,98019,47.7245,-121.957,2490,6300,0,23,1.116591928251121,Modern
20150430T000000,426500.0,4,2.5,2960,0,0,9,2960,0,2005,98038,47.3597,-122.04,2750,4623,0,20,0.9290540540540541,Modern
20140602T000000,1965220.0,4,3.5,4370,0,1,10,3610,760,2003,98004,47.5876,-122.204,2960,10347,1,22,0.6773455377574371,Modern
20141211T000000,755000.0,3,2.5,2000,0,0,8,2000,0,2005,98109,47.6476,-122.356,1560,1340,1,20,0.78,Modern
20150224T000000,260000.0,3,2.5,1600,0,0,7,1600,0,2005,98056,47.4899,-122.164,1600,1700,0,20,1.0,Modern
20141019T000000,380000.0,3,2.0,1470,0,0,8,1310,160,2003,98126,47.5653,-122.369,1470,2288,0,22,1.0,Modern
20140820T000000,650000.0,3,2.5,3060,0,2,9,3060,0,2004,98065,47.5401,-121.861,3140,7438,1,21,1.026143790849673,Modern
20141203T000000,675000.0,4,2.5,2920,0,4,9,2920,0,2004,98065,47.5333,-121.859,3100,6001,1,21,1.0616438356164384,Modern
20140619T000000,437000.0,2,1.75,1440,0,0,8,1440,0,2005,98053,47.7143,-122.032,1680,6200,0,20,1.1666666666666667,Modern
20140924T000000,600000.0,5,4.5,4440,0,0,10,4440,0,2012,98168,47.4702,-122.275,2720,10080,1,13,0.6126126126126126,Modern
20141218T000000,303000.0,2,1.5,1000,0,0,7,840,160,2007,98144,47.5708,-122.288,1000,1083,0,18,1.0,Modern
20140918T000000,722500.0,4,3.5,2600,0,0,8,1820,780,2003,98117,47.6948,-122.395,2000,6720,1,22,0.7692307692307693,Modern
20150323T000000,585000.0,4,3.0,3400,0,0,9,3400,0,2006,98038,47.3548,-122.002,3400,5672,1,19,1.0,Modern
20141024T000000,645000.0,4,2.5,2780,0,0,8,2780,0,2001,98075,47.5989,-122.039,2510,4200,1,24,0.9028776978417267,Modern
20150304T000000,702000.0,4,2.5,2810,0,0,9,2810,0,2005,98074,47.614,-122.041,2920,4922,1,20,1.0391459074733096,Modern
20141009T000000,817500.0,5,3.5,3600,0,3,10,2680,920,2005,98052,47.6582,-122.122,3420,9860,1,20,0.95,Modern
20140922T000000,550000.0,3,2.25,1700,0,0,8,1700,0,2002,98103,47.6598,-122.349,1560,1350,1,23,0.9176470588235294,Modern
20140602T000000,653000.0,3,2.5,2290,0,0,9,2290,0,2006,98029,47.5551,-122.001,2340,3626,1,19,1.0218340611353711,Modern
20140506T000000,284000.0,4,2.5,2000,0,0,7,2000,0,2003,98042,47.3732,-122.129,2330,5390,0,22,1.165,Modern
20141223T000000,760000.0,4,2.5,3580,0,0,9,3580,0,2004,98038,47.3901,-122.071,2510,27068,1,21,0.7011173184357542,Modern
20140625T000000,565000.0,2,1.75,1670,0,0,9,1670,0,2005,98029,47.5539,-122.001,2330,3752,1,20,1.3952095808383234,Modern
20141121T000000,544900.0,3,2.5,1990,0,0,8,1990,0,2004,98075,47.5911,-122.018,2250,4815,1,21,1.1306532663316582,Modern
20141216T000000,557500.0,4,2.5,2390,0,0,8,2390,0,2001,98072,47.7433,-122.094,1960,17113,1,24,0.8200836820083682,Modern
20140717T000000,346100.0,3,2.5,1400,0,0,7,1400,0,2003,98136,47.5516,-122.382,1500,2036,0,22,1.0714285714285714,Modern
20150327T000000,330000.0,3,2.5,1660,0,0,7,1660,0,2001,98108,47.5434,-122.293,1540,2890,0,24,0.927710843373494,Modern
20150406T000000,745000.0,2,2.5,2170,0,0,8,2170,0,2007,98053,47.7242,-122.032,2170,7083,1,18,1.0,Modern
20140811T000000,538900.0,5,3.0,3040,0,0,9,3040,0,2005,98106,47.548,-122.356,1650,6825,1,20,0.5427631578947368,Modern
20150209T000000,366000.0,3,2.5,2370,0,0,8,2370,0,2006,98038,47.354,-121.999,2380,4606,0,19,1.0042194092827004,Modern
20140819T000000,303000.0,4,2.5,2100,0,0,8,2100,0,2003,98042,47.3504,-122.141,2100,6192,0,22,1.0,Modern
20140522T000000,432000.0,3,2.25,1470,0,0,8,1090,380,2007,98136,47.5388,-122.387,1470,1668,0,18,1.0,Modern
20150430T000000,1349000.0,4,3.5,4740,0,3,11,3640,1100,2006,98027,47.5375,-122.07,4042,8321,1,19,0.8527426160337552,Modern
20150424T000000,284900.0,2,1.5,1160,0,0,7,890,270,2006,98155,47.7675,-122.315,1160,1008,0,19,1.0,Modern
20141029T000000,740000.0,3,2.5,2200,0,0,9,1530,670,2002,98109,47.6451,-122.35,2200,3300,1,23,1.0,Modern
20140924T000000,715000.0,3,2.5,2890,0,0,8,2890,0,2004,98074,47.6111,-122.009,2890,7197,1,21,1.0,Modern
20140715T000000,370000.0,4,2.5,2130,0,0,8,2130,0,2009,98058,47.4324,-122.184,2130,4071,0,16,1.0,Modern
20150422T000000,675000.0,4,2.5,2990,0,0,8,2990,0,2005,98074,47.6122,-122.009,2890,6538,1,20,0.9665551839464883,Modern
20150303T000000,545000.0,4,3.25,4386,0,0,10,2356,2030,2006,98092,47.3329,-122.2,3060,10925,1,19,0.6976744186046512,Modern
20150223T000000,829900.0,4,3.5,3840,0,0,8,2640,1200,2001,98105,47.6642,-122.291,1620,4000,1,24,0.421875,Modern
20150330T000000,340000.0,4,2.5,2090,0,0,7,2090,0,2007,98038,47.3659,-122.017,2090,4200,0,18,1.0,Modern
20150102T000000,782000.0,4,3.5,3780,0,0,9,3110,670,2001,98052,47.691,-122.129,3310,7945,1,24,0.8756613756613757,Modern
20150109T000000,313000.0,2,1.5,870,0,0,8,800,70,2004,98103,47.6967,-122.342,1710,1280,0,21,1.9655172413793103,Modern
20141119T000000,378000.0,2,2.5,1700,0,0,8,1700,0,2009,98065,47.5163,-121.878,1760,2891,0,16,1.035294117647059,Modern
20140909T000000,350000.0,3,2.75,2370,0,0,7,2370,0,2002,98038,47.3794,-122.022,2290,5012,0,23,0.9662447257383966,Modern
20150317T000000,515000.0,2,2.5,1330,0,0,8,1330,0,2004,98105,47.6668,-122.285,1430,1328,1,21,1.0751879699248121,Modern
20140820T000000,525000.0,4,2.5,2840,0,0,9,2840,0,2002,98058,47.4511,-122.121,2460,4750,1,23,0.8661971830985915,Modern
20140703T000000,815000.0,4,2.5,3150,0,0,9,3150,0,2002,98033,47.688,-122.164,3150,5169,1,23,1.0,Modern
20140807T000000,650000.0,4,2.25,2100,0,0,8,2100,0,2001,98115,47.6726,-122.298,1660,4000,1,24,0.7904761904761904,Modern
20150320T000000,1998000.0,2,2.5,3900,0,0,12,3900,0,2009,98065,47.5371,-121.756,2720,411962,1,16,0.6974358974358974,Modern
20140624T000000,455000.0,4,2.5,2950,0,0,7,2950,0,2005,98059,47.5002,-122.151,2360,4502,0,20,0.8,Modern
20150424T000000,549900.0,4,3.5,3420,0,0,10,3420,0,2003,98055,47.4734,-122.193,3490,5700,1,22,1.0204678362573099,Modern
20150421T000000,712000.0,4,2.5,2730,0,0,8,2730,0,2001,98075,47.5975,-122.038,2670,4644,1,24,0.978021978021978,Modern
20140729T000000,305000.0,3,2.5,1260,0,0,8,1260,0,2009,98133,47.7325,-122.343,1340,1188,0,16,1.0634920634920635,Modern
20141022T000000,380000.0,3,2.5,1610,0,0,7,1610,0,2002,98115,47.6902,-122.306,1120,2187,0,23,0.6956521739130435,Modern
20140703T000000,1875000.0,4,3.25,3930,0,0,10,3930,0,2006,98004,47.6259,-122.194,1780,9999,1,19,0.4529262086513995,Modern
20141001T000000,1185000.0,3,2.5,2510,0,2,10,2510,0,2006,98034,47.7051,-122.223,2560,7500,1,19,1.0199203187250996,Modern
20141018T000000,394000.0,5,3.25,3620,0,0,8,2790,830,2004,98038,47.3552,-122.026,2850,4650,0,21,0.787292817679558,Modern
20140801T000000,408000.0,3,2.5,1470,0,0,8,1470,0,2006,98117,47.6998,-122.366,1460,1245,0,19,0.9931972789115646,Modern
20150127T000000,398500.0,4,2.5,2250,0,0,8,2250,0,2005,98056,47.4956,-122.174,1520,7840,0,20,0.6755555555555556,Modern
20141205T000000,390000.0,3,3.0,1550,0,0,8,1280,270,2001,98122,47.6042,-122.303,1940,1883,0,24,1.2516129032258065,Modern
20150327T000000,830000.0,4,3.25,3330,0,0,9,3330,0,2004,98075,47.5977,-121.976,3100,6465,1,21,0.9309309309309309,Modern
20150209T000000,275000.0,3,2.5,1560,0,0,7,1560,0,2002,98038,47.3834,-122.027,1670,4251,0,23,1.0705128205128205,Modern
20141119T000000,299000.0,3,2.5,1850,0,0,7,1850,0,2005,98058,47.4661,-122.145,2160,4751,0,20,1.1675675675675676,Modern
20141001T000000,294000.0,4,2.25,2190,0,0,8,2190,0,2005,98038,47.3896,-122.034,2200,3591,0,20,1.004566210045662,Modern
20150430T000000,286651.0,3,2.5,1830,0,0,7,1830,0,2004,98001,47.3035,-122.283,2488,4998,0,21,1.3595628415300547,Modern
20140902T000000,1437500.0,4,3.75,4410,0,3,11,4410,0,2001,98118,47.5427,-122.265,2160,6600,1,24,0.4897959183673469,Modern
20140505T000000,406100.0,3,2.25,1410,0,0,8,1410,0,2005,98103,47.6916,-122.34,1430,1448,0,20,1.0141843971631206,Modern
20140603T000000,312000.0,4,2.5,1830,0,0,7,1830,0,2003,98038,47.3565,-122.016,1830,5175,0,22,1.0,Modern
20140626T000000,620000.0,6,3.5,3600,0,0,8,2740,860,2004,98065,47.5401,-121.879,3150,6663,1,21,0.875,Modern
20140617T000000,810000.0,3,2.5,2670,0,0,9,2670,0,2003,98033,47.6673,-122.176,2620,8895,1,22,0.9812734082397003,Modern
20150313T000000,424950.0,4,2.5,2760,0,0,7,2760,0,2001,98056,47.4814,-122.189,2670,5626,0,24,0.967391304347826,Modern
20150126T000000,225000.0,3,2.5,1020,0,0,7,720,300,2004,98106,47.5294,-122.361,1060,1478,0,21,1.0392156862745099,Modern
20150224T000000,596000.0,3,2.5,1730,0,0,8,1730,0,2001,98005,47.5878,-122.165,1730,2751,1,24,1.0,Modern
20140902T000000,375000.0,3,2.5,1330,0,0,8,1330,0,2004,98117,47.6835,-122.387,1330,1113,0,21,1.0,Modern
20141215T000000,319990.0,4,2.5,2120,0,0,7,2120,0,2003,98031,47.4217,-122.201,1990,5313,0,22,0.9386792452830188,Modern
20140521T000000,1580000.0,3,3.25,3690,0,0,11,3690,0,2007,98033,47.6815,-122.2,1880,7200,1,18,0.5094850948509485,Modern
20150305T000000,447500.0,2,2.25,1180,0,0,7,1180,0,2004,98122,47.6032,-122.31,1550,2812,0,21,1.3135593220338984,Modern
20140630T000000,355000.0,3,2.25,1370,0,0,8,1370,0,2005,98103,47.6982,-122.347,1370,1418,0,20,1.0,Modern
20141208T000000,708000.0,5,3.25,3060,0,0,8,3060,0,2004,98034,47.7212,-122.222,1840,10403,1,21,0.6013071895424836,Modern
20150327T000000,359500.0,3,2.5,2070,0,0,8,2070,0,2013,98038,47.3545,-122.056,1880,4593,0,12,0.9082125603864735,Modern
20140922T000000,413900.0,4,2.25,1770,0,0,7,1770,0,2007,98056,47.5137,-122.189,2470,5064,0,18,1.3954802259887005,Modern
20140718T000000,378800.0,5,2.5,2740,0,0,8,2740,0,2005,98031,47.4036,-122.205,2900,5476,0,20,1.0583941605839415,Modern
20140609T000000,307550.0,4,2.5,1980,0,0,8,1980,0,2003,98031,47.3913,-122.185,2550,5487,0,22,1.2878787878787878,Modern
20141212T000000,1500000.0,4,3.25,3860,0,1,9,2870,990,2005,98115,47.6855,-122.269,2940,9600,1,20,0.7616580310880829,Modern
20150323T000000,875000.0,4,2.5,3230,0,0,9,3230,0,2006,98053,47.6544,-121.998,3080,217800,1,19,0.9535603715170279,Modern
20150105T000000,1650000.0,4,3.25,3920,0,3,11,3920,0,2002,98024,47.5385,-121.896,2970,112384,1,23,0.7576530612244898,Modern
20140707T000000,481000.0,4,2.5,2286,0,0,8,2286,0,2002,98056,47.5174,-122.194,2110,4711,0,23,0.9230096237970253,Modern
20150402T000000,318200.0,3,2.5,1990,0,0,7,1990,0,2010,98038,47.3531,-122.017,2580,3800,0,15,1.2964824120603016,Modern
20150216T000000,510000.0,5,3.25,3400,0,0,8,2740,660,2005,98065,47.5385,-121.88,3400,6163,1,20,1.0,Modern
20140604T000000,500000.0,5,3.0,2920,0,0,8,2920,0,2003,98133,47.7607,-122.354,1720,9348,0,22,0.589041095890411,Modern
20140729T000000,419900.0,4,2.5,2750,0,0,9,2750,0,2005,98038,47.3595,-122.038,2800,5376,0,20,1.018181818181818,Modern
20150302T000000,410000.0,4,2.5,2240,0,0,7,2240,0,2006,98059,47.4868,-122.159,2000,3800,0,19,0.8928571428571429,Modern
20150320T000000,303000.0,3,2.25,1340,0,0,8,1340,0,2009,98133,47.7325,-122.343,1340,1186,0,16,1.0,Modern
20140513T000000,475000.0,4,2.5,3740,0,0,10,2260,1480,2004,98058,47.4587,-122.117,2650,6333,0,21,0.7085561497326203,Modern
20140703T000000,390000.0,4,2.0,1900,0,0,8,1900,0,2004,98042,47.3491,-122.113,1740,34848,0,21,0.9157894736842105,Modern
20150312T000000,660000.0,3,3.5,2740,0,0,9,2190,550,2001,98034,47.7195,-122.182,2060,3457,1,24,0.7518248175182481,Modern
20140515T000000,1255000.0,4,2.5,3200,0,0,9,3200,0,2006,98105,47.666,-122.276,1650,6850,1,19,0.515625,Modern
20150202T000000,495000.0,3,2.5,1860,0,0,8,1860,0,2001,98034,47.719,-122.182,2050,3375,0,24,1.1021505376344085,Modern
20140805T000000,630000.0,4,2.5,1910,0,0,8,1910,0,2014,98107,47.6747,-122.393,1520,3888,1,11,0.7958115183246073,Modern
20140606T000000,1300000.0,4,4.0,4270,0,3,10,3180,1090,2004,98029,47.5443,-121.994,4280,5942,1,21,1.0023419203747073,Modern
20140806T000000,304000.0,2,1.5,950,0,0,7,850,100,2003,98144,47.6005,-122.306,950,1280,0,22,1.0,Modern
20141007T000000,779950.0,4,2.75,2990,0,0,9,2990,0,2014,98052,47.7101,-122.108,2990,4837,1,11,1.0,Modern
20140708T000000,650000.0,4,3.0,3720,0,0,9,1880,1840,2003,98014,47.6469,-121.897,2560,26372,1,22,0.6881720430107527,Modern
20150514T000000,456500.0,4,2.5,2580,0,0,9,2580,0,2003,98038,47.3658,-122.04,2410,8403,0,22,0.9341085271317829,Modern
20140730T000000,520000.0,3,2.25,1210,0,0,8,1210,0,2014,98107,47.6722,-122.384,1780,5000,1,11,1.4710743801652892,Modern
20140728T000000,627000.0,5,3.25,3570,0,0,7,3570,0,2005,98075,47.5933,-122.007,2690,5347,1,20,0.7535014005602241,Modern
20141022T000000,1400000.0,5,4.25,4230,0,0,10,3450,780,2008,98033,47.6866,-122.205,2650,8076,1,17,0.6264775413711584,Modern
20150403T000000,560000.0,3,2.75,1370,0,0,8,1370,0,2003,98107,47.67,-122.392,1320,1180,1,22,0.9635036496350365,Modern
20140812T000000,444000.0,4,3.0,2800,0,0,8,2800,0,2002,98038,47.3538,-122.013,3610,7845,0,23,1.2892857142857144,Modern
20150309T000000,428900.0,4,2.5,2820,0,0,9,2820,0,2006,98038,47.3591,-122.038,2820,5150,0,19,1.0,Modern
20140709T000000,1065000.0,4,3.75,4260,0,0,10,4260,0,2008,98033,47.6739,-122.172,1950,8970,1,17,0.45774647887323944,Modern
20141120T000000,700000.0,2,1.75,1679,0,0,9,1679,0,2001,98070,47.463,-122.475,1850,358934,1,24,1.10184633710542,Modern
20140608T000000,260000.0,4,2.5,1811,0,0,8,1811,0,2007,98055,47.454,-122.19,1811,4150,0,18,1.0,Modern
20141021T000000,798000.0,3,2.5,2849,0,0,10,2849,0,2001,98074,47.6487,-122.079,3190,8897,1,24,1.1196911196911197,Modern
20150107T000000,585000.0,4,2.5,3000,0,0,8,3000,0,2005,98072,47.7623,-122.165,3000,6589,1,20,1.0,Modern
20150331T000000,305000.0,3,2.5,1260,0,0,7,1160,100,2009,98133,47.7072,-122.336,1190,1095,0,16,0.9444444444444444,Modern
